usuario,pelicula1,pelicula2,pelicula3
User1496,3,3,3
User1497,5,1,5
User1498,5,1,4
User1499,4,4,1
User1500,4,3,5
User1501,1,4,5
User1502,4,1,5
User1503,4,2,1
User1504,3,5,3
User1505,4,2,1
User1506,5,5,3
User1507,2,4,1
User1508,3,4,4
User1509,3,3,5
User1510,4,4,4
User1511,5,3,4
User1512,2,4,2
User1513,4,4,5
User1514,1,1,5
User1515,3,2,3
User1516,4,5,3
User1517,4,3,1
User1518,4,1,4
User1519,1,3,3
User1520,4,2,2
User1521,5,1,2
User1522,5,2,1
User1523,5,1,4
User1524,2,2,1
User1525,3,4,3
User1526,3,2,3
User1527,4,4,2
User1528,3,5,1
User1529,2,5,3
User1530,3,1,5
User1531,3,2,1
User1532,1,1,3
User1533,5,1,1
User1534,1,2,5
User1535,3,1,1
User1536,5,2,4
User1537,4,2,5
User1538,1,2,2
User1539,1,1,5
User1540,5,1,4
User1541,5,1,4
User1542,5,1,2
User1543,4,1,3
User1544,3,5,4
User1545,3,2,4
User1546,5,3,1
User1547,5,1,2
User1548,2,2,5
User1549,3,4,2
User1550,1,2,4
User1551,2,2,1
User1552,2,1,2
User1553,3,5,2
User1554,5,2,2
User1555,1,1,3
User1556,5,4,2
User1557,3,4,4
User1558,5,4,2
User1559,1,2,3
User1560,3,1,5
User1561,5,5,4
User1562,3,2,5
User1563,1,2,5
User1564,5,3,5
User1565,2,4,4
User1566,1,2,1
User1567,2,4,1
User1568,3,4,4
User1569,1,1,2
User1570,4,3,2
User1571,3,3,3
User1572,2,4,1
User1573,5,5,3
User1574,1,5,5
User1575,5,3,5
User1576,4,3,4
User1577,5,2,1
User1578,3,3,5
User1579,5,4,1
User1580,3,2,5
User1581,4,1,4
User1582,2,1,5
User1583,5,5,3
User1584,5,2,5
User1585,1,5,1
User1586,5,3,4
User1587,1,3,3
User1588,1,5,2
User1589,2,4,4
User1590,4,2,5
User1591,4,5,3
User1592,3,4,1
User1593,5,3,1
User1594,2,5,3
User1595,1,1,3
User1596,2,5,4
User1597,4,3,4
User1598,3,3,3
User1599,3,5,4
User1600,5,4,5
User1601,1,1,3
User1602,5,1,5
User1603,3,1,1
User1604,2,5,4
User1605,5,2,1
User1606,3,4,1
User1607,5,2,4
User1608,2,3,1
User1609,2,3,5
User1610,4,1,2
User1611,5,4,5
User1612,5,3,3
User1613,1,1,4
User1614,5,1,1
User1615,2,2,4
User1616,2,3,1
User1617,4,5,2
User1618,1,3,4
User1619,2,5,2
User1620,4,5,3
User1621,4,4,4
User1622,4,2,4
User1623,5,4,3
User1624,3,4,4
User1625,4,1,5
User1626,2,1,3
User1627,2,5,4
User1628,3,1,5
User1629,1,3,5
User1630,1,1,5
User1631,5,4,1
User1632,3,2,1
User1633,3,4,4
User1634,4,1,1
User1635,5,5,1
User1636,4,2,5
User1637,1,1,4
User1638,2,5,5
User1639,1,1,3
User1640,5,2,4
User1641,5,1,2
User1642,5,4,3
User1643,1,5,4
User1644,1,3,3
User1645,3,1,3
User1646,4,5,2
User1647,3,5,4
User1648,1,3,4
User1649,3,4,5
User1650,3,1,4
User1651,4,3,3
User1652,2,3,5
User1653,3,4,3
User1654,3,3,2
User1655,1,2,4
User1656,4,2,1
User1657,3,2,5
User1658,3,3,3
User1659,2,5,3
User1660,4,1,5
User1661,3,5,1
User1662,3,1,4
User1663,4,3,4
User1664,5,3,5
User1665,4,4,4
User1666,1,1,2
User1667,3,2,2
User1668,4,2,2
User1669,5,3,5
User1670,5,2,2
User1671,2,1,4
User1672,2,3,3
User1673,1,5,3
User1674,1,1,3
User1675,1,4,1
User1676,1,2,5
User1677,3,4,3
User1678,1,1,3
User1679,4,5,1
User1680,3,3,1
User1681,1,4,1
User1682,5,2,5
User1683,1,5,4
User1684,2,2,1
User1685,3,4,2
User1686,1,1,3
User1687,2,2,1
User1688,5,2,5
User1689,3,3,3
User1690,1,1,3
User1691,4,4,5
User1692,4,2,1
User1693,5,5,4
User1694,3,1,4
User1695,4,3,2
User1696,2,3,2
User1697,5,1,3
User1698,1,4,3
User1699,3,2,4
User1700,3,1,3
User1701,5,3,4
User1702,2,5,2
User1703,5,4,5
User1704,5,5,5
User1705,1,2,1
User1706,1,2,2
User1707,3,2,3
User1708,1,2,5
User1709,2,2,5
User1710,1,2,2
User1711,3,4,3
User1712,1,2,3
User1713,3,3,5
User1714,3,3,3
User1715,5,1,3
User1716,5,2,3
User1717,3,5,1
User1718,5,1,4
User1719,5,4,4
User1720,1,2,5
User1721,1,3,2
User1722,3,2,2
User1723,4,5,3
User1724,2,2,2
User1725,1,5,3
User1726,2,3,1
User1727,2,1,2
User1728,1,2,4
User1729,1,1,4
User1730,4,5,4
User1731,4,1,4
User1732,5,5,5
User1733,2,4,4
User1734,4,2,3
User1735,2,4,4
User1736,3,1,1
User1737,1,5,1
User1738,3,4,4
User1739,4,3,3
User1740,4,3,1
User1741,3,5,1
User1742,5,1,4
User1743,5,4,5
User1744,3,1,1
User1745,1,2,2
User1746,2,3,1
User1747,4,3,1
User1748,3,5,3
User1749,2,5,3
User1750,3,2,5
User1751,5,4,1
User1752,5,2,5
User1753,1,4,1
User1754,5,1,2
User1755,1,5,3
User1756,5,3,5
User1757,2,3,3
User1758,2,3,3
User1759,3,1,4
User1760,4,1,3
User1761,4,2,2
User1762,1,3,4
User1763,3,2,5
User1764,2,5,1
User1765,3,2,1
User1766,1,4,1
User1767,1,5,4
User1768,4,1,1
User1769,5,3,1
User1770,5,2,2
User1771,2,3,4
User1772,1,4,2
User1773,4,1,5
User1774,5,1,1
User1775,2,2,4
User1776,1,1,2
User1777,2,4,4
User1778,1,1,2
User1779,4,2,3
User1780,2,1,3
User1781,2,5,5
User1782,2,1,3
User1783,4,1,3
User1784,5,2,5
User1785,1,5,1
User1786,1,4,1
User1787,5,1,1
User1788,2,5,5
User1789,3,5,4
User1790,1,3,1
User1791,5,1,3
User1792,4,2,5
User1793,3,5,2
User1794,2,5,1
User1795,4,5,5
User1796,2,4,3
User1797,1,5,5
User1798,4,5,3
User1799,4,1,3
User1800,1,2,4
User1801,4,4,1
User1802,4,5,3
User1803,2,2,1
User1804,4,4,4
User1805,4,4,4
User1806,2,1,5
User1807,2,5,3
User1808,5,1,2
User1809,2,2,2
User1810,2,1,3
User1811,1,5,4
User1812,4,2,4
User1813,1,1,1
User1814,5,2,3
User1815,4,2,3
User1816,3,2,1
User1817,3,3,3
User1818,1,1,5
User1819,5,5,2
User1820,3,2,5
User1821,2,5,2
User1822,5,3,5
User1823,5,3,3
User1824,5,4,1
User1825,3,5,4
User1826,2,2,5
User1827,5,1,5
User1828,3,4,4
User1829,5,4,4
User1830,3,5,5
User1831,2,2,3
User1832,5,5,1
User1833,2,4,5
User1834,2,5,4
User1835,5,2,1
User1836,1,2,3
User1837,1,3,3
User1838,2,4,2
User1839,3,3,4
User1840,1,3,1
User1841,5,4,3
User1842,5,1,1
User1843,1,2,5
User1844,2,1,5
User1845,3,4,4
User1846,2,4,5
User1847,3,1,1
User1848,2,5,2
User1849,4,5,2
User1850,1,4,3
User1851,4,4,3
User1852,3,4,5
User1853,1,4,4
User1854,4,1,1
User1855,3,2,5
User1856,2,2,1
User1857,4,3,4
User1858,2,4,3
User1859,1,5,2
User1860,5,4,3
User1861,1,3,5
User1862,4,4,1
User1863,5,2,5
User1864,5,5,3
User1865,5,4,3
User1866,5,5,2
User1867,3,4,5
User1868,3,3,2
User1869,1,1,5
User1870,4,1,2
User1871,3,4,5
User1872,4,5,2
User1873,3,4,3
User1874,3,3,5
User1875,2,4,1
User1876,4,3,5
User1877,4,2,3
User1878,2,5,5
User1879,2,5,3
User1880,1,1,1
User1881,5,2,3
User1882,2,3,4
User1883,4,2,3
User1884,1,5,2
User1885,4,5,1
User1886,2,2,2
User1887,3,5,3
User1888,1,3,2
User1889,1,2,4
User1890,5,5,5
User1891,4,4,1
User1892,5,2,1
User1893,5,1,4
User1894,4,2,1
User1895,3,5,3
User1896,3,2,2
User1897,1,2,2
User1898,5,5,3
User1899,2,5,3
User1900,5,3,2
User1901,1,3,2
User1902,4,4,3
User1903,2,5,3
User1904,3,2,5
User1905,5,3,3
User1906,1,4,4
User1907,1,2,5
User1908,3,5,2
User1909,5,2,5
User1910,4,5,3
User1911,5,1,3
User1912,1,3,2
User1913,5,3,3
User1914,2,2,5
User1915,1,3,2
User1916,2,1,5
User1917,3,5,3
User1918,3,5,2
User1919,5,5,5
User1920,4,5,1
User1921,1,5,4
User1922,2,1,3
User1923,5,2,3
User1924,5,5,4
User1925,1,4,1
User1926,2,3,5
User1927,1,5,1
User1928,4,1,5
User1929,5,5,1
User1930,4,1,1
User1931,5,5,1
User1932,5,1,5
User1933,5,4,2
User1934,3,3,5
User1935,3,3,3
User1936,2,4,3
User1937,3,1,3
User1938,4,3,1
User1939,4,2,2
User1940,5,5,3
User1941,1,1,3
User1942,4,5,5
User1943,4,3,3
User1944,4,5,4
User1945,5,4,5
User1946,1,5,3
User1947,2,2,2
User1948,3,3,1
User1949,4,2,2
User1950,3,5,4
User1951,5,5,4
User1952,3,3,3
User1953,3,5,4
User1954,2,4,1
User1955,1,4,3
User1956,4,2,2
User1957,2,2,2
User1958,5,3,3
User1959,2,2,3
User1960,1,3,5
User1961,1,2,5
User1962,4,3,2
User1963,3,3,5
User1964,5,3,2
User1965,3,2,1
User1966,2,1,1
User1967,5,4,1
User1968,5,5,4
User1969,4,4,2
User1970,5,5,5
User1971,4,4,5
User1972,4,4,5
User1973,1,4,5
User1974,5,1,3
User1975,1,4,5
User1976,2,4,1
User1977,4,5,2
User1978,1,2,3
User1979,4,2,1
User1980,3,5,4
User1981,5,4,4
User1982,2,4,3
User1983,5,2,4
User1984,3,1,1
User1985,1,5,2
User1986,5,1,4
User1987,3,3,4
User1988,3,1,3
User1989,2,4,4
User1990,3,3,2
User1991,5,5,3
User1992,4,2,5
User1993,1,5,3
User1994,5,5,1
User1995,5,1,3
User1996,3,4,4
User1997,4,5,2
User1998,5,2,4
User1999,3,5,5
User2000,2,2,5
User2001,2,3,4
User2002,3,1,5
User2003,2,2,2
User2004,5,4,1
User2005,2,5,4
User2006,1,3,3
User2007,5,3,5
User2008,3,2,1
User2009,1,1,3
User2010,5,5,2
User2011,4,4,2
User2012,2,2,3
User2013,1,1,1
User2014,3,2,5
User2015,1,4,1
User2016,2,2,3
User2017,1,3,2
User2018,3,5,2
User2019,5,4,4
User2020,3,1,1
User2021,5,1,1
User2022,1,2,1
User2023,4,5,1
User2024,4,5,4
User2025,4,1,4
User2026,3,5,4
User2027,5,5,2
User2028,1,2,4
User2029,1,3,5
User2030,2,1,1
User2031,2,4,5
User2032,3,2,2
User2033,1,4,2
User2034,5,1,3
User2035,1,4,5
User2036,3,5,3
User2037,3,5,5
User2038,3,1,5
User2039,4,5,4
User2040,4,2,2
User2041,3,4,4
User2042,2,4,1
User2043,5,4,1
User2044,2,2,4
User2045,3,1,4
User2046,2,2,3
User2047,2,4,2
User2048,3,5,4
User2049,5,2,1
User2050,5,5,4
User2051,2,1,1
User2052,5,2,2
User2053,1,1,4
User2054,1,2,2
User2055,4,1,3
User2056,5,2,5
User2057,1,2,3
User2058,3,3,2
User2059,3,3,1
User2060,3,3,1
User2061,4,3,1
User2062,5,3,5
User2063,5,3,3
User2064,2,4,2
User2065,2,3,1
User2066,2,4,1
User2067,3,5,3
User2068,2,5,2
User2069,5,1,4
User2070,3,3,4
User2071,3,5,3
User2072,3,3,4
User2073,2,1,4
User2074,2,5,5
User2075,4,5,4
User2076,2,4,1
User2077,5,4,3
User2078,3,5,5
User2079,1,3,2
User2080,2,4,3
User2081,4,5,5
User2082,2,3,3
User2083,2,1,3
User2084,3,4,5
User2085,4,3,5
User2086,4,4,3
User2087,2,4,2
User2088,4,2,1
User2089,5,3,3
User2090,4,3,3
User2091,2,4,3
User2092,1,1,3
User2093,3,2,4
User2094,1,5,4
User2095,5,4,2
User2096,3,1,1
User2097,1,4,1
User2098,4,3,2
User2099,3,5,5
User2100,4,1,2
User2101,2,4,1
User2102,3,4,4
User2103,2,1,2
User2104,4,3,5
User2105,5,5,1
User2106,3,5,5
User2107,5,3,2
User2108,5,5,5
User2109,4,1,3
User2110,5,3,5
User2111,3,4,5
User2112,3,3,4
User2113,4,4,4
User2114,5,3,1
User2115,3,3,4
User2116,4,5,2
User2117,3,5,4
User2118,5,1,4
User2119,1,5,3
User2120,3,2,4
User2121,3,3,2
User2122,2,3,4
User2123,5,2,5
User2124,4,1,2
User2125,2,5,5
User2126,3,2,2
User2127,1,5,2
User2128,5,3,2
User2129,5,2,1
User2130,1,3,2
User2131,3,3,2
User2132,3,3,2
User2133,3,2,3
User2134,3,2,4
User2135,3,1,3
User2136,5,3,3
User2137,5,3,4
User2138,2,4,3
User2139,2,1,1
User2140,3,1,4
User2141,1,1,5
User2142,3,1,5
User2143,3,4,1
User2144,1,5,3
User2145,2,3,3
User2146,4,4,1
User2147,1,1,5
User2148,1,5,2
User2149,5,3,5
User2150,3,4,1
User2151,4,2,1
User2152,2,5,2
User2153,3,5,5
User2154,2,3,5
User2155,5,3,3
User2156,1,3,1
User2157,4,1,1
User2158,1,2,2
User2159,1,1,2
User2160,2,2,1
User2161,3,5,2
User2162,4,4,2
User2163,4,1,3
User2164,1,4,4
User2165,1,3,4
User2166,5,5,5
User2167,3,2,4
User2168,3,1,3
User2169,3,2,3
User2170,1,1,2
User2171,1,3,2
User2172,4,2,5
User2173,1,4,2
User2174,3,2,3
User2175,4,4,2
User2176,2,2,5
User2177,1,3,4
User2178,3,3,5
User2179,1,4,1
User2180,2,2,1
User2181,2,3,3
User2182,3,5,3
User2183,1,2,2
User2184,3,4,5
User2185,2,3,5
User2186,3,4,4
User2187,4,4,1
User2188,3,1,5
User2189,5,2,4
User2190,4,5,4
User2191,3,5,4
User2192,1,1,2
User2193,3,1,4
User2194,1,2,5
User2195,1,3,4
User2196,2,4,2
User2197,4,5,4
User2198,3,3,5
User2199,3,5,4
User2200,3,2,3
User2201,2,5,4
User2202,5,2,4
User2203,3,2,4
User2204,5,4,1
User2205,3,1,4
User2206,1,3,4
User2207,2,4,4
User2208,2,1,1
User2209,3,2,3
User2210,4,4,1
User2211,1,2,3
User2212,1,3,1
User2213,1,4,4
User2214,3,1,2
User2215,2,5,3
User2216,4,2,4
User2217,4,4,3
User2218,2,4,3
User2219,3,1,2
User2220,4,1,2
User2221,4,2,4
User2222,4,4,2
User2223,1,1,2
User2224,1,2,2
User2225,5,1,5
User2226,5,4,1
User2227,5,1,2
User2228,3,5,5
User2229,2,3,3
User2230,3,1,3
User2231,3,4,2
User2232,5,1,5
User2233,2,3,1
User2234,1,5,5
User2235,1,1,2
User2236,4,1,4
User2237,1,5,5
User2238,2,4,4
User2239,2,4,3
User2240,4,3,3
User2241,5,1,3
User2242,3,1,4
User2243,2,4,2
User2244,3,4,4
User2245,3,2,2
User2246,3,1,4
User2247,4,2,1
User2248,5,5,3
User2249,3,1,1
User2250,3,2,1
User2251,5,2,3
User2252,1,1,4
User2253,1,2,3
User2254,3,1,3
User2255,5,1,4
User2256,3,4,1
User2257,1,5,5
User2258,4,5,2
User2259,4,2,1
User2260,1,1,1
User2261,4,2,1
User2262,4,3,3
User2263,4,5,5
User2264,1,4,3
User2265,3,2,3
User2266,1,3,2
User2267,2,3,4
User2268,4,4,3
User2269,4,1,1
User2270,1,3,4
User2271,2,3,3
User2272,4,2,2
User2273,2,3,3
User2274,1,3,4
User2275,2,5,4
User2276,3,2,2
User2277,5,4,4
User2278,4,1,2
User2279,2,4,1
User2280,2,4,5
User2281,3,1,2
User2282,1,2,2
User2283,1,5,4
User2284,4,1,3
User2285,1,3,1
User2286,1,3,3
User2287,4,2,4
User2288,3,3,3
User2289,5,1,4
User2290,5,5,4
User2291,3,4,2
User2292,1,2,3
User2293,4,4,1
User2294,2,4,1
User2295,1,3,3
User2296,3,3,5
User2297,2,2,4
User2298,2,1,2
User2299,3,4,3
User2300,1,3,3
User2301,2,2,2
User2302,5,1,3
User2303,4,4,4
User2304,4,5,2
User2305,3,5,3
User2306,4,3,2
User2307,2,2,1
User2308,1,2,3
User2309,2,3,1
User2310,4,1,1
User2311,4,4,2
User2312,3,4,2
User2313,3,1,3
User2314,3,2,4
User2315,5,2,1
User2316,2,3,1
User2317,3,4,1
User2318,1,4,5
User2319,2,4,5
User2320,2,1,1
User2321,5,1,4
User2322,3,4,1
User2323,1,3,2
User2324,1,3,3
User2325,3,1,4
User2326,3,1,3
User2327,1,3,2
User2328,4,4,2
User2329,5,4,4
User2330,4,1,1
User2331,4,4,3
User2332,1,2,2
User2333,2,3,4
User2334,1,4,1
User2335,4,4,5
User2336,1,3,3
User2337,4,3,1
User2338,2,5,3
User2339,1,2,2
User2340,1,2,2
User2341,5,2,4
User2342,4,2,4
User2343,2,4,1
User2344,3,5,5
User2345,1,5,3
User2346,2,4,1
User2347,4,5,4
User2348,5,4,4
User2349,4,2,2
User2350,5,3,1
User2351,4,4,5
User2352,1,4,3
User2353,3,2,1
User2354,1,1,3
User2355,5,1,3
User2356,3,3,4
User2357,5,1,2
User2358,1,1,2
User2359,1,5,3
User2360,4,4,1
User2361,3,4,1
User2362,3,2,2
User2363,4,5,3
User2364,1,4,5
User2365,2,1,1
User2366,3,1,1
User2367,3,3,4
User2368,4,3,3
User2369,4,5,1
User2370,2,4,3
User2371,3,3,5
User2372,2,1,2
User2373,2,5,5
User2374,2,5,1
User2375,4,3,5
User2376,3,5,1
User2377,4,2,1
User2378,2,4,3
User2379,3,1,3
User2380,5,1,3
User2381,4,5,3
User2382,5,1,4
User2383,4,3,5
User2384,4,4,2
User2385,4,5,3
User2386,5,2,5
User2387,5,2,5
User2388,2,1,2
User2389,5,2,1
User2390,5,3,1
User2391,1,4,4
User2392,3,1,4
User2393,4,1,2
User2394,4,4,3
User2395,4,2,1
User2396,1,2,5
User2397,3,1,4
User2398,3,1,1
User2399,3,2,4
User2400,5,4,5
User2401,1,2,1
User2402,1,1,1
User2403,3,4,4
User2404,4,3,1
User2405,2,3,2
User2406,1,4,4
User2407,2,1,3
User2408,3,5,3
User2409,4,4,3
User2410,1,5,3
User2411,5,4,3
User2412,2,3,5
User2413,2,2,1
User2414,3,2,5
User2415,5,2,1
User2416,1,3,2
User2417,1,4,5
User2418,1,5,5
User2419,2,4,3
User2420,1,5,5
User2421,4,1,1
User2422,2,4,5
User2423,1,1,1
User2424,5,1,4
User2425,3,2,1
User2426,2,1,5
User2427,2,5,4
User2428,5,1,1
User2429,1,4,4
User2430,2,4,1
User2431,3,3,5
User2432,4,1,5
User2433,4,2,5
User2434,1,3,1
User2435,3,1,1
User2436,3,2,3
User2437,4,3,4
User2438,5,3,3
User2439,3,3,3
User2440,4,3,2
User2441,5,2,3
User2442,3,2,3
User2443,5,3,4
User2444,5,2,1
User2445,1,4,5
User2446,2,3,4
User2447,2,5,4
User2448,2,1,1
User2449,3,5,4
User2450,3,1,3
User2451,3,3,3
User2452,1,3,5
User2453,1,5,5
User2454,5,3,5
User2455,2,1,4
User2456,5,3,5
User2457,5,5,4
User2458,5,5,5
User2459,3,5,1
User2460,3,1,3
User2461,4,1,4
User2462,4,3,3
User2463,3,2,4
User2464,2,5,1
User2465,2,3,4
User2466,2,5,4
User2467,2,4,3
User2468,3,2,1
User2469,2,3,3
User2470,2,4,3
User2471,4,1,2
User2472,4,4,4
User2473,5,4,2
User2474,2,1,1
User2475,5,3,5
User2476,4,3,2
User2477,4,4,1
User2478,1,4,3
User2479,4,4,2
User2480,2,4,4
User2481,3,2,5
User2482,1,4,4
User2483,5,2,2
User2484,2,2,1
User2485,1,4,2
User2486,1,3,1
User2487,2,2,3
User2488,1,1,3
User2489,5,1,5
User2490,4,3,2
User2491,3,2,5
User2492,5,2,5
User2493,3,3,2
User2494,1,2,1
User2495,4,3,2
User2496,3,1,4
User2497,4,5,2
User2498,5,1,3
User2499,1,2,1
User2500,1,3,2
User2501,4,4,1
User2502,2,3,3
User2503,4,3,4
User2504,3,3,2
User2505,2,1,3
User2506,3,3,3
User2507,3,1,1
User2508,2,5,5
User2509,2,5,5
User2510,5,3,2
User2511,3,3,3
User2512,1,2,1
User2513,4,4,1
User2514,4,5,2
User2515,3,4,5
User2516,2,4,2
User2517,2,5,2
User2518,5,4,2
User2519,3,4,1
User2520,2,5,3
User2521,5,5,1
User2522,2,5,2
User2523,2,3,2
User2524,3,5,3
User2525,3,2,5
User2526,3,5,5
User2527,2,3,3
User2528,2,2,2
User2529,5,2,2
User2530,4,5,5
User2531,4,5,4
User2532,4,5,3
User2533,2,4,3
User2534,1,1,1
User2535,5,5,1
User2536,4,3,5
User2537,5,1,5
User2538,4,2,3
User2539,1,5,5
User2540,1,2,3
User2541,5,3,2
User2542,1,4,5
User2543,1,3,3
User2544,3,5,1
User2545,2,3,2
User2546,1,5,1
User2547,2,2,5
User2548,2,3,3
User2549,1,4,5
User2550,5,4,4
User2551,5,2,4
User2552,5,4,3
User2553,2,5,3
User2554,2,3,3
User2555,3,1,5
User2556,5,2,2
User2557,5,3,5
User2558,4,4,1
User2559,3,1,3
User2560,2,3,3
User2561,1,4,3
User2562,2,4,5
User2563,3,2,4
User2564,2,2,3
User2565,1,3,2
User2566,5,2,1
User2567,2,3,4
User2568,4,2,3
User2569,1,5,5
User2570,2,5,5
User2571,2,2,3
User2572,5,4,5
User2573,4,5,3
User2574,3,2,2
User2575,5,1,1
User2576,4,4,4
User2577,2,3,5
User2578,4,1,1
User2579,2,5,3
User2580,1,1,5
User2581,2,4,5
User2582,1,2,4
User2583,3,5,1
User2584,3,1,5
User2585,2,5,5
User2586,3,3,4
User2587,2,3,5
User2588,3,2,1
User2589,2,4,1
User2590,5,5,2
User2591,2,1,1
User2592,2,3,2
User2593,3,2,1
User2594,2,1,1
User2595,1,4,5
User2596,2,2,2
User2597,4,1,4
User2598,3,4,3
User2599,4,5,5
User2600,3,2,3
User2601,1,1,4
User2602,5,1,3
User2603,2,3,1
User2604,3,1,1
User2605,5,2,2
User2606,2,2,2
User2607,1,1,2
User2608,3,4,5
User2609,2,1,3
User2610,5,2,5
User2611,1,1,1
User2612,4,1,1
User2613,2,2,1
User2614,5,4,1
User2615,1,5,2
User2616,3,4,5
User2617,1,1,2
User2618,2,5,1
User2619,5,1,5
User2620,5,3,3
User2621,1,2,4
User2622,2,1,3
User2623,2,2,3
User2624,2,3,5
User2625,5,2,5
User2626,3,3,4
User2627,4,2,2
User2628,4,3,4
User2629,3,5,5
User2630,2,3,1
User2631,1,3,4
User2632,5,4,4
User2633,2,2,5
User2634,5,5,2
User2635,3,5,3
User2636,5,1,3
User2637,5,5,4
User2638,3,4,4
User2639,5,3,1
User2640,5,3,3
User2641,4,1,3
User2642,4,3,2
User2643,2,1,2
User2644,2,2,4
User2645,5,3,5
User2646,5,2,2
User2647,3,3,1
User2648,3,1,4
User2649,2,3,5
User2650,5,3,1
User2651,3,1,3
User2652,1,4,1
User2653,4,5,2
User2654,5,4,4
User2655,4,1,2
User2656,4,1,4
User2657,2,5,1
User2658,5,3,4
User2659,5,5,5
User2660,5,4,1
User2661,1,2,2
User2662,2,4,1
User2663,5,5,1
User2664,3,2,5
User2665,5,3,4
User2666,1,4,1
User2667,4,3,4
User2668,1,1,2
User2669,3,4,4
User2670,4,2,1
User2671,2,2,2
User2672,4,1,5
User2673,5,5,1
User2674,4,2,2
User2675,5,5,1
User2676,5,5,1
User2677,4,4,5
User2678,4,2,3
User2679,2,4,3
User2680,3,4,1
User2681,4,2,4
User2682,4,3,2
User2683,3,4,3
User2684,5,3,4
User2685,2,4,1
User2686,5,2,3
User2687,3,5,3
User2688,3,4,2
User2689,1,4,1
User2690,3,5,5
User2691,5,1,4
User2692,5,1,3
User2693,1,1,3
User2694,1,3,1
User2695,5,4,2
User2696,2,5,2
User2697,5,1,4
User2698,1,2,2
User2699,4,4,1
User2700,3,4,2
User2701,3,4,5
User2702,3,2,5
User2703,3,5,3
User2704,5,2,1
User2705,2,3,4
User2706,3,2,5
User2707,2,3,5
User2708,1,1,4
User2709,1,3,5
User2710,2,4,2
User2711,4,4,2
User2712,5,1,4
User2713,1,1,1
User2714,4,2,4
User2715,1,3,3
User2716,1,4,4
User2717,4,1,4
User2718,2,5,2
User2719,4,4,1
User2720,2,1,4
User2721,5,5,4
User2722,5,2,5
User2723,5,1,3
User2724,4,5,2
User2725,3,4,5
User2726,3,5,4
User2727,1,4,3
User2728,3,5,5
User2729,3,4,1
User2730,2,5,3
User2731,5,2,2
User2732,2,3,1
User2733,5,4,5
User2734,5,3,1
User2735,3,2,5
User2736,4,1,4
User2737,1,3,5
User2738,3,1,3
User2739,4,3,2
User2740,3,4,5
User2741,1,5,2
User2742,5,1,4
User2743,2,3,1
User2744,1,3,4
User2745,3,1,5
User2746,1,4,5
User2747,5,4,5
User2748,5,5,2
User2749,2,4,3
User2750,1,3,2
User2751,4,4,1
User2752,5,4,5
User2753,5,1,4
User2754,5,1,3
User2755,2,4,5
User2756,2,3,4
User2757,2,2,2
User2758,4,1,1
User2759,3,2,3
User2760,3,5,5
User2761,5,2,2
User2762,1,2,1
User2763,3,1,1
User2764,2,5,1
User2765,3,2,3
User2766,4,5,1
User2767,3,2,1
User2768,2,4,3
User2769,1,4,2
User2770,3,5,2
User2771,4,1,4
User2772,4,4,3
User2773,5,2,4
User2774,5,1,5
User2775,2,4,2
User2776,5,2,3
User2777,2,4,3
User2778,5,1,2
User2779,5,1,1
User2780,5,3,1
User2781,4,3,5
User2782,5,1,4
User2783,1,1,1
User2784,1,3,2
User2785,4,1,5
User2786,2,5,4
User2787,4,4,4
User2788,2,4,2
User2789,2,4,5
User2790,3,4,5
User2791,5,2,2
User2792,3,1,3
User2793,1,1,1
User2794,1,1,1
User2795,3,5,5
User2796,1,1,4
User2797,4,5,2
User2798,2,5,4
User2799,4,2,3
User2800,2,2,4
User2801,3,1,4
User2802,2,4,4
User2803,4,4,2
User2804,1,2,1
User2805,2,4,5
User2806,3,4,3
User2807,3,1,5
User2808,4,3,3
User2809,4,3,2
User2810,5,5,2
User2811,2,1,1
User2812,4,5,3
User2813,2,2,5
User2814,3,3,5
User2815,4,1,5
User2816,1,4,5
User2817,4,3,1
User2818,1,4,2
User2819,5,2,2
User2820,1,2,5
User2821,1,4,4
User2822,3,5,1
User2823,1,2,2
User2824,5,3,3
User2825,1,2,3
User2826,3,3,5
User2827,3,4,4
User2828,3,1,1
User2829,5,2,5
User2830,3,2,5
User2831,4,1,1
User2832,5,2,4
User2833,3,3,5
User2834,1,4,5
User2835,1,5,2
User2836,3,2,4
User2837,5,1,4
User2838,1,3,2
User2839,2,2,1
User2840,1,2,2
User2841,3,3,1
User2842,4,1,4
User2843,5,4,1
User2844,5,5,5
User2845,3,4,5
User2846,1,4,3
User2847,4,5,4
User2848,5,3,1
User2849,2,1,1
User2850,4,2,2
User2851,4,5,1
User2852,4,4,1
User2853,5,3,4
User2854,2,5,1
User2855,3,5,1
User2856,3,5,2
User2857,5,3,5
User2858,5,2,2
User2859,1,2,2
User2860,3,2,1
User2861,1,5,5
User2862,3,2,3
User2863,5,2,1
User2864,5,4,4
User2865,3,2,4
User2866,1,3,3
User2867,3,1,3
User2868,4,2,1
User2869,4,2,5
User2870,4,4,1
User2871,3,2,2
User2872,1,3,3
User2873,5,3,5
User2874,5,1,3
User2875,1,2,4
User2876,4,1,2
User2877,4,3,2
User2878,2,4,5
User2879,4,4,3
User2880,1,5,2
User2881,1,1,4
User2882,1,4,3
User2883,5,3,3
User2884,2,4,1
User2885,2,3,4
User2886,1,5,3
User2887,3,4,2
User2888,4,2,2
User2889,2,5,2
User2890,1,3,1
User2891,2,1,5
User2892,1,1,3
